fy,pb,compb,projectid,budgetline,theme,orborough,orcd,sponsor,project,descr,amount,address,addresstype,stno,stname,borough,zipad,zipgis,latitude,longitude,comdist,ct10,cb10,ct00,cb00,cd
2016,,,e cn245,,education,m,5,kallos,ps 114m east side,,"300,000","331 east 91st st, manhattan, ny 10128",,331,east 91st st   ,manhattan,10128,10128,40.780706,-73.948553,108,154,1000,154,1002,5
2016,,,e cn262,,education,m,5,kallos,ps 138m at ps 114m east side,,"35,000","331 east 91st st, manhattan, ny 10128",,331,east 91st st   ,manhattan,10128,10128,40.780706,-73.948553,108,154,1000,154,1002,5
2016,,,e cn056,,education,x,17,arroyo,ps 522x bronx design and construction academy,,"50,000","333 east 151 st, bronx, ny 10451",,333,east 151 st   ,bronx,10451,10451,40.818232,-73.919867,201,67,2002,67,3001,17
2016,,,e cn999,,education,x,17,arroyo,ps 522x bronx design and construction academy,,"35,000","333 east 151 st, bronx, ny 10451",,333,east 151 st   ,bronx,10451,10451,40.818232,-73.919867,201,67,2002,67,3001,17
2016,,,e cn383,,education,r,50,matteo,ps 2r george l egbert,,"75,000","333 midland ave, staten island, ny 10306",,333,midland ave    ,staten island,10306,10306,40.576725,-74.100726,502,11202,1008,11202,3008,50
2016,,,e cn188,,education,q,25,dromm,ps 145q joseph pulitzer,,"100,000","33-34 80 st, queens, ny 11372",,33-34,80 st    ,queens,11372,11372,40.754661,-73.887112,403,285,1001,285,1001,25
2016,,,p cn202,,parks and recreation,q,26,van bramer,rainey park,,"400,000","33-51 vernon blvd, queens, ny 11106",,33-51,vernon blvd    ,queens,11106,11106,40.765962,-73.93998,401,39,1001,39,1001,26
2016,,,e cn651,,education,q,26,van bramer,ps 152q gwendoline n alleyne,,"55,000","33-52 62 st, queens, ny 11377",,33-52,62 st    ,queens,11377,11377,40.753037,-73.900123,402,293,1003,293,1003,26
2016,,,ed nc029,,highways,k,33,levin,atlantic ave bid,,"100,000","338 atlantic ave, brooklyn, ny 11201",,338,atlantic ave    ,brooklyn,11201,11201,40.687979,-73.987556,302,43,3000,43,2001,33
2016,,,ho cn026,,health and hospitals corporation,m,1,chin,gouverneur health judson,,"300,000","34 spring st, ny, ny 10012",,34,spring st    ,manhattan,10012,10012,40.721721,-73.995732,102,41,6000,41,6000,1
2016,,,p cn128,,housing authority,m,5,kallos,robbins plaza,,"50,000","341 e 70th st, ny, ny 10021",,341,e 70th st   ,manhattan,10021,10021,40.76673,-73.957495,108,126,7000,126,2001,5
2016,,,e cn661,,education,q,26,van bramer,ps 580q baccalaureate school for global education,,"35,000","34-12 36 ave, queens, ny 11106",,34-12,36 ave    ,queens,11106,11106,40.755366,-73.927169,401,55,1002,55,1003,26
2016,,,e cn190,,education,q,25,dromm,ps 280q,,"100,000","34-20 94th st, queens, ny 11372",,34-20,94th st    ,queens,11372,11372,40.754241,-73.873769,403,273,1002,273,1002,25
2016,,,e cn198,,education,q,25,dromm,ps 212q,,"85,000","34-25 82 st, queens, ny 11372",,34-25,82 st    ,queens,11372,11372,40.753078,-73.884906,403,283,2000,283,2000,25
2016,,,p cn196,,parks and recreation,q,19,vallone,crocheron park,,"850,000","3428 214th pl, queens, ny 11361",,3428,214th pl,queens,11361,11361,40.7708,-73.771859,411,1097,2000,1097,2001,19
2016,,,e cn277,,education,x,12,king,ps 462x cornerstone academy for social action,,"475,000","3441 steenwick ave, bronx, ny 10475",,3441,steenwick ave    ,bronx,10475,10475,40.883025,-73.830366,212,46202,1011,46202,1009,12
2016,1,,e cn772,,education,x,8,mark-viverito,ps 334x international community,,"188,000","345 brook ave, bronx, ny 10454",,345,brook ave    ,bronx,10454,10454,40.81004,-73.917792,201,41,2002,41,2002,8
2016,1,,e cn771,,education,x,8,mark-viverito,ps 343x academy of applied math and technology,,"188,000","345 brook ave, bronx, ny 10454",,345,brook ave    ,bronx,10454,10454,40.81004,-73.917792,201,41,2002,41,2002,8
2016,,,e cn116,,education,m,1,chin,ps 475m stuyvesant,,"100,000","345 chambers st, manhattan, ny 10282",,345,chambers st    ,manhattan,10282,10282,40.71759,-74.013748,101,31703,1000,31701,9000,1
2016,,,e cn582,,education,k,47,treyger,ps 95k gravesend,,"125,000","345 van sicklen st, brooklyn, ny 11223",,345,van sicklen st   ,brooklyn,11223,11223,40.595698,-73.97518,315,398,1003,398,1003,47
2016,,,e cn967,,education,k,44,greenfield,ps 177k marlboro,,"50,000","346 ave p, brooklyn, ny 11204",,346,ave p    ,brooklyn,11204,11204,40.608604,-73.974847,311,424,1001,424,1001,44
2016,,,e cn615,,education,q,19,vallone,ps 25q adrien block,,"50,000","34-65 192 st, queens, ny 11358",,34-65,192 st    ,queens,11358,11358,40.765133,-73.790083,411,1139,1010,1139,1010,19
2016,,,e cn638,,education,q,19,vallone,ps 285q world journalism,,"50,000","34-65 192 st, queens, ny 11358",,34-65,192 st    ,queens,11358,11358,40.765133,-73.790083,411,1139,1010,1139,1010,19
2016,,,e cn231,,education,r,51,ignizio,ps 5r huguenot,,"60,000","348 deisius st, staten island, ny 10312",,348,deisius st    ,staten island,10312,10312,40.530169,-74.187635,503,176,1014,176,4004,51
2016,,,e cn529,,education,m,10,rodriguez,ps 187m hudson cliffs,,"35,000","349 cabrini blvd, manhattan, ny10040",,349,cabrini blvd    ,manhattan,10040,10040,40.856693,-73.937093,112,273,1001,273,1001,10
2016,,,e cn530,,education,m,10,rodriguez,ps 187m hudson cliffs,,"35,000","349 cabrini blvd, manhattan, ny10040",,349,cabrini blvd    ,manhattan,10040,10040,40.856693,-73.937093,112,273,1001,273,1001,10
2016,,,e pn016,,education,m,10,rodriguez,ps 187m hudson cliffs,,"200,000","349 cabrini blvd, manhattan, ny10040",,349,cabrini blvd    ,manhattan,10040,10040,40.856693,-73.937093,112,273,1001,273,1001,10
2016,,,pv nc299,,cultural affairs,r,50,matteo,st george theatre,,"100,000","35 hyatt st, staten island, ny 10301",,35,hyatt st    ,staten island,10301,10301,40.641861,-74.077295,501,3,1005,3,1001,49
2016,,,pv nc317,,cultural affairs,r,49,rose,st george theatre ,,"66,000","35 hyatt st, staten island, ny 10301",,35,hyatt st    ,staten island,10301,10301,40.641861,-74.077295,501,3,1005,3,1001,49
2016,,,hn cn113,,city university of new york,m,6,rosenthal,honors college,,"100,000","35 w 67th st, ny, ny 10023",,35,w 67th st   ,manhattan,10023,10023,40.77351,-73.979392,107,153,7000,153,2000,6
2016,,,pw nc058,,parks and recreation,m,9,dickens,hansborough recreation center,,"200,000","35 west 134th st, ny, ny 10037",,35,west 134th st   ,manhattan,10037,10037,40.81265,-73.93949,110,212,4000,212,3000,9
2016,,,e cn786,,education,k,39,lander,ps 51k william alexander,,"50,000","350 5 ave, brooklyn, ny 11215",,350,5 ave    ,brooklyn,11215,11215,40.672015,-73.983947,306,135,2001,135,2001,39
2016,,,e cn578,,education,k,47,treyger,ps 216k arturo toscanini,,"50,000","350 ave x, brooklyn, ny 11223",,350,ave x    ,brooklyn,11223,11223,40.590564,-73.969964,315,37401,2001,374,6001,47
2016,,,e pn012,,education,k,45,williams,ps 555k brooklyn college academy,,"165,000","350 coney island ave, brooklyn, ny 11218",,350,coney island ave   ,brooklyn,11218,11218,40.649404,-73.971736,307,504,2004,504,2006,39
2016,,,e cn121,,education,m,1,chin,seward park complex ,,"75,000","350 grand st, ny, ny 10002",,350,grand st    ,manhattan,10002,10002,40.716778,-73.989337,103,18,1001,18,3001,1
2016,,,e cn119,,education,m,1,chin,ps 294m essex st academy,,"120,000","350 grand st, manhattan, ny 10002",,350,grand st    ,manhattan,10002,10002,40.716778,-73.989337,103,18,1001,18,3001,1
2016,,,e cn123,,education,m,1,chin,ps 308m lower manhattan arts academy,,"35,000","350 grand st, manhattan, ny 10002",,350,grand st    ,manhattan,10002,10002,40.716778,-73.989337,103,18,1001,18,3001,1
2016,,,pw nc064,,public buildings,m,3,johnson,fountain house inc,,"358,000","350 w 49th st, ny, ny 10019",,350,w 49th st   ,manhattan,10019,10019,40.762261,-73.988005,104,127,1000,127,1001,3
2016,,,e cn308,,education,q,20,koo,veritas academy,,"150,000","35-01 union st, queens, ny 11354",,35-01,union st    ,queens,11354,11354,40.765166,-73.82789,407,1161,2001,1161,1005,20
2016,,,e cn307,,education,q,20,koo,ps 241q queens for language studies,,"50,000","35-01 union st, queens, ny 11354",,35-01,union st    ,queens,11354,11354,40.765166,-73.82789,407,1161,2001,1161,1005,20
2016,,,e cn285,,education,q,20,koo,ps 460q flushing,,"150,000","35-01 union st, queens, ny 11354",,35-01,union st    ,queens,11354,11354,40.765166,-73.82789,407,1161,2001,1161,1005,20
2016,,,e cn243,,education,m,3,johnson,ps 313m jamps baldwin,,"35,000","351 west 18 st, manhattan, ny 10011",,351,west 18 st   ,manhattan,10011,10011,40.742867,-74.002136,104,89,2001,89,2001,3
2016,,,e cn242,,education,m,3,johnson,ps 422m quest to learn,,"35,000","351 west 18 st, manhattan, ny 10011",,351,west 18 st   ,manhattan,10011,10011,40.742867,-74.002136,104,89,2001,89,2001,3
2016,,,e cn235,,education,m,3,johnson,ps 605m humanitips prep,,"225,000","351 west 18 st, manhattan, ny 10011",,351,west 18 st   ,manhattan,10011,10011,40.742867,-74.002136,104,89,2001,89,2001,3
2016,,,e cn657,,education,q,26,van bramer,ps 501q frank sinatra of the arts,,"35,000","35-12 35th ave, queens, ny 11106",,35-12,35th ave    ,queens,11106,11106,40.756534,-73.925121,401,57,3002,57,3002,26
2016,,,pv nc071,,cultural affairs,q,"96, 9, 25","citywide, dickens, dromm",midori and friends,,"45,000","352 7th ave, ny, ny 10001",,352,7th ave    ,manhattan,10001,10001,40.748208,-73.992663,105,95,2000,95,2000,3
2016,,,e cn140,,education,x,11,cohen,ps 94x,,"50,000","3530 kings college place, bronx, ny 10467",,3530,kings college place   ,bronx,10467,10467,40.880522,-73.87572,207,431,2000,431,2000,11
2016,,,hd nc047,,parks and recreation,q,19,vallone,udalls cove,,"250,000","35-39 sandhill road, queens, ny 11363",,35-39,sandhill road    ,queens,11363,11363,40.773598,-73.744897,411,1483,1000,1483,1003,19
2016,,,hl nc071,,health,r,"96, 50, 49","citywide, matteo, rose",richmond university hospital,,"622,000","355 bard ave, staten island, ny 10310",,355,bard ave    ,staten island,10310,10310,40.635478,-74.106684,501,67,1011,91,1008,49
2016,,,p cn014,,parks and recreation,k,"96, 37","citywide, espinal",highland park,,"800,000","355 highland blvd, brooklyn, ny 11207",,355,highland blvd    ,brooklyn,11207,11207,40.683992,-73.890033,305,114202,1000,114202,1000,37
2016,,,e cn611,,education,x,13,vacca,shining stars upk at greek american institute,,"50,000","3573 bruckner blvd, bronx, ny 10461",,3573,bruckner blvd    ,bronx,10461,10461,40.848968,-73.828003,210,300,1005,300,2005,13
2016,,,pv nc035,,cultural affairs,m,"96, 2, 5, 93, 18, 30, 44","citywide, mendez, kallos, manhattan delegation, palma, crowley, greenfield",museum of jewish heritage,,"934,000","36 battery pl, ny, ny 10280",,36,battery pl    ,manhattan,10280,10280,40.705806,-74.018019,101,31704,4001,31701,9025,1
2016,,,p cn122,,parks and recreation,m,3,johnson,jane st garden,,"55,000","36 jane st, ny, ny 10014",,36,jane st,manhattan,10014,10014,40.73813,-74.003919,102,77,4001,77,4001,3
2016,1,,e cn774,,education,x,8,mark-viverito,ps 221x south bronx prep,,"188,000","360 east 145 st, bronx, ny 10454",,360,east 145 st   ,bronx,10454,10454,40.813983,-73.920782,201,43,2008,43,6005,8
2016,,,lb cn015,,brooklyn public library,k,37,espinal,washington branch,,"500,000","360 irving ave, brooklyn, ny 11237",,360,irving ave    ,brooklyn,11237,11237,40.697745,-73.912157,304,435,3000,435,3000,37
2016,,,pv nc236,,cultural affairs,q,"96, 26","citywide, van bramer",american museum of the moving image,,"575,000","36-01 35th ave, queens, ny 11106",,36-01,35th ave    ,queens,11106,11106,40.756206,-73.924377,401,57,1004,57,1001,26
2016,,,e cn646,,education,q,26,van bramer,ps 76q william hallet  ,,"50,000","36-36 10 st, queens, ny 11106",,36-36,10 st    ,queens,11106,11106,40.760852,-73.941143,401,39,1007,39,1007,26
2016,,,e cn653,,education,q,26,van bramer,ps 204q oliver w holmps ,,"75,000","36-41 28 st, queens, ny 11106",,36-41,28 st    ,queens,11106,11106,40.757065,-73.932664,401,51,1000,51,1003,26
2016,,,hn cn072,,city university of new york,m,96,citywide,"graduate center, cuny",,"250,000","365 5th ave, ny, ny 10016",,365,5th ave    ,manhattan,10016,10016,40.748822,-73.984268,105,74,1001,74,1001,4
2016,,,hn cn073,,city university of new york,m,96,citywide,"graduate center, cuny",,"395,000","365 5th ave, ny, ny 10016",,365,5th ave    ,manhattan,10016,10016,40.748822,-73.984268,105,74,1001,74,1001,4
2016,,,hn cn097,,city university of new york,m,4,garodnick,"graduate center, cuny",,"150,000","365 5th ave, ny, ny 10016",,365,5th ave    ,manhattan,10016,10016,40.748822,-73.984268,105,74,1001,74,1001,4
2016,,,p cn136,,parks and recreation,k,33,levin,newtown barge park,,"500,000","37 commercial st, brooklyn, ny 11222",,37,commercial st    ,brooklyn,11222,11222,40.736105,-73.95885,301,563,1001,577,1000,33
2016,,,e cn643,,education,q,26,van bramer,ps 600q queens vocational and technical,,"50,000","37-02 47 ave, queens, ny 11101",,37-02,47 ave    ,queens,11101,11101,40.742205,-73.928219,402,189,2001,189,2001,26
2016,,,e cn276,,education,x,12,king,ps 272x globe for environmental research,,"200,000","3710 barnes ave, bronx, ny 10467",,3710,barnes ave    ,bronx,10467,10467,40.880873,-73.860904,212,390,1002,390,1002,12
2016,,,e cn281,,education,x,12,king,ps 289x young scholars academy of bronx,,"350,000","3710 barnes ave, bronx, ny 10467",,3710,barnes ave    ,bronx,10467,10467,40.880873,-73.860904,212,390,1002,390,1002,12
2016,,,e cn273,,education,x,12,king,ps 370x leaders of tomorrow,,"350,000","3710 barnes ave, bronx, ny 10467",,3710,barnes ave    ,bronx,10467,10467,40.880873,-73.860904,212,390,1002,390,1002,12
2016,,,e cn648,,education,q,26,van bramer,ps 111q jacob blackwell  ,,"75,000","37-15 13 st, queens, ny 11101",,37-15,13 st    ,queens,11101,11101,40.758831,-73.93938,401,43,2004,43,2004,26
2016,,,hl nc045,,health,k,"96, 44","citywide, greenfield",womens league community residences,,"82,000","3722 15th ave, brooklyn, ny 11218",,3722,15th ave    ,brooklyn,11218,11218,40.638921,-73.980907,312,228,3001,228,3000,39
2016,,,e cn275,,education,x,12,king,ps 111x seton falls,,"750,000","3740 baychester ave, bronx, ny 10466",,3740,baychester ave    ,bronx,10466,10466,40.884343,-73.840254,212,484,4004,484,2001,12
2016,,,e cn467,,education,q,34,reynoso,ps 305q learners and leaders,,"50,000","378 seneca ave, queens, ny 11385",,378,seneca ave    ,queens,11385,11385,40.707121,-73.914998,405,539,3007,539,2008,34
2016,,,e cn367,,education,k,46,maisel,ps 425k jamps madison,,"75,000","3787 bedford ave, brooklyn, ny 11229",,3787,bedford ave    ,brooklyn,11229,11229,40.609912,-73.948512,315,642,1005,642,1005,48
2016,,,e cn174,,education,k,48,deutsch,ps 425k jamps madison ,,"350,000","3787 bedford ave, brooklyn, ny 11229",,3787,bedford ave    ,brooklyn,11229,11229,40.609912,-73.948512,315,642,1005,642,1005,48
2016,,,e cn230,,education,r,51,ignizio,ps 42r eltingville,,"60,000","380 genesee ave, staten island, ny 10312",,380,genesee ave    ,staten island,10312,10312,40.552506,-74.169593,503,17012,2012,17006,1044,51
2016,,,lq cn647,,queens public library,q,"96, 21","citywide, ferreras",corona branch,,"550,000","38-23 104th st, queens, ny 11368",,38-23,104th st    ,queens,11368,11368,40.750871,-73.862204,403,403,1004,403,1004,21
2016,,,e cn694,,education,k,45,williams,ps 119k amersfort,,"100,000","3829 ave k, brooklyn, ny 11210",,3829,ave k    ,brooklyn,11210,11210,40.625662,-73.938265,318,734,2003,734,2003,45
2016,,,e cn331,,education,k,33,levin,ps 369k coy l cox,,"56,000","383 state st, brooklyn, ny 11217",,383,state st    ,brooklyn,11217,11217,40.687257,-73.983579,302,41,1000,41,1000,33
2016,1,,ln cn033,,new york public library,x,11,cohen,van cortlandt branch,,"300,000","3874 sedgwick ave, bronx, ny 10463",,3874,sedgwick ave    ,bronx,10463,10463,40.883008,-73.894228,208,409,1005,409,1003,11
2016,,,p cn104,,parks and recreation,m,4,garodnick,asser levy park,,"300,000","392 asser levy pl, ny, ny 10010",,392,asser levy pl   ,manhattan,10010,10010,40.736137,-73.976159,106,62,1004,62,1009,4
2016,,,e cn641,,education,q,26,van bramer,ps 199q maurice a fitzgerald  ,,"50,000","39-20 48 ave, queens, ny 11104",,39-20,48 ave    ,queens,11104,11104,40.740088,-73.926214,402,189,3000,189,3000,26
2016,,,ed nc030,,economic development,m,10,rodriguez,acdp mental health ,,"300,000","3940 broadway, ny, ny 10032",,3940,broadway     ,manhattan,10032,10032,40.839277,-73.941052,112,251,1004,251,3008,10
2016,,,hl nc070,,economic development,m,"96, 93, 7","citywide, manhattan delegation, levine",community association of progressive dominicans,,"300,000","3940 broadway, ny, ny 10032",,3940,broadway     ,manhattan,10032,10032,40.839277,-73.941052,112,251,1004,251,3008,10
2016,,,e cn124,,education,x,11,cohen,ps 344x ampark,,"50,000","3961 hillman ave, bronx, ny 10463",,3961,hillman ave    ,bronx,10463,10463,40.882898,-73.891256,208,281,1000,281,2000,11
2016,,,e cn142,,education,x,11,cohen,ps 95x sheila mencher,,"100,000","3961 hillman ave, bronx, ny 10463",,3961,hillman ave    ,bronx,10463,10463,40.882898,-73.891256,208,281,1000,281,2000,11
2016,,,p cn830,,parks and recreation,m,2,mendez,corlear hook park,,"250,000","397 fdr drive, ny, ny 10002",,397,fdr drive    ,manhattan,10002,10002,40.712217,-73.980449,103,202,5004,202,2003,2
2016,,,e cn105,,education,m,1,chin,ps 124m yung wing,,"75,000","40 division st, manhattan, ny 10002",,40,division st    ,manhattan,10002,10002,40.714201,-73.995087,103,16,1004,16,4004,1
2016,,,ha cn014,,housing preservation & development,x,11,cohen,tracy towers,,"200,000","40 w mosholu pky s, bronx, ny 10468 ",,40,w mosholu pky s  ,bronx,10468,10468,40.87955,-73.88579,207,409,2000,409,1004,11
2016,,,e cn095,,education,x,14,cabrera,ps 306x,,"287,000","40 west tremont ave, bronx, ny 10453",,40,west tremont ave   ,bronx,10453,10453,40.851823,-73.91118,205,217,3001,21701,1001,14
2016,,,e cn998,,education,x,14,cabrera,ps 306x,,"40,000","40 west tremont ave, bronx, ny 10453",,40,west tremont ave   ,bronx,10453,10453,40.851823,-73.91118,205,217,3001,21701,1001,14
2016,,,hl nc032,,health,k,"96, 21","citywide, ferreras",public health solutions,,"1,216,000","40 worth st, ny, ny 10013",,40,worth st    ,manhattan,10013,10013,40.717363,-74.006897,101,33,2009,33,2009,1
